Time (HH:MM:SS),Spindle speed (RPM),Feed rate (mm/min),Depth of cut (mm),Cutting tool path x (mm),Cutting tool path y (mm)
11:44:54,2482,230.87,1.87,12664.92,12669.54
11:44:55,1263,128.14,4.85,12665.24,12669.73
11:44:56,2857,507.92,4.12,12665.35,12669.94
11:44:57,2365,242.02,2.2,12665.55,12670.15
11:44:58,2415,284.31,2.43,12665.72,12670.34
11:44:59,2089,465.88,3.79,12665.82,12670.6
11:45:00,1751,310.56,2.3,12666.21,12670.83
11:45:01,2115,430.88,4.4,12666.56,12671.18
11:45:02,1660,413.9,1.48,12666.95,12671.3
11:45:03,2429,328.85,0.87,12667.29,12671.61
11:45:04,1642,384.59,0.93,12667.6,12671.82
11:45:05,816,157.97,2.11,12667.94,12671.97
11:45:06,2053,243.93,4.13,12668.12,12672.45
11:45:07,2079,103.54,4.56,12668.35,12672.76
11:45:08,1511,138.51,3.22,12668.81,12673.09
11:45:09,690,414.38,2.51,12669.21,12673.19
11:45:10,2710,524.94,0.65,12669.36,12673.45
11:45:11,2687,153.22,2.66,12669.64,12673.62
11:45:12,1054,410.58,4.03,12670.05,12673.92
11:45:13,1464,227.89,4.15,12670.17,12674.05
11:45:14,2387,384.57,2.85,12670.3,12674.51
11:45:15,1592,137.74,1.44,12670.51,12674.65
11:45:16,1678,438.82,0.76,12670.92,12674.89
11:45:17,1673,259.9,3.42,12671.29,12675.31
11:45:18,2086,577.72,1.56,12671.77,12675.45
11:45:19,2176,306.78,1.18,12672.02,12675.75
11:45:20,797,531.37,4.42,12672.51,12676.1
11:45:21,2380,110.07,4.47,12672.95,12676.27
11:45:22,2108,173.85,2.02,12673.12,12676.44
11:45:23,1056,190.05,3.17,12673.55,12676.73
11:45:24,2444,374.05,2.59,12673.66,12677.05
11:45:25,1739,470.56,1.0,12673.85,12677.32
11:45:26,1993,576.65,3.32,12674.05,12677.51
11:45:27,1864,215.64,1.4,12674.45,12677.78
11:45:28,2335,493.68,3.22,12674.61,12678.07
11:45:29,811,301.43,3.66,12674.8,12678.52
11:45:30,1413,258.5,2.46,12674.98,12678.71
11:45:31,1032,448.78,1.02,12675.32,12678.95
11:45:32,2933,293.35,4.74,12675.79,12679.36
11:45:33,1755,463.05,1.24,12676.04,12679.64
11:45:34,521,484.5,3.54,12676.22,12679.94
11:45:35,1107,529.89,4.56,12676.71,12680.07
11:45:36,1584,142.89,3.47,12676.98,12680.55
11:45:37,1743,382.16,2.75,12677.13,12680.72
11:45:38,2733,184.46,4.19,12677.34,12681.18
11:45:39,1180,562.74,4.07,12677.65,12681.56
11:45:40,2966,522.5,4.54,12678.13,12681.95
11:45:41,1337,552.48,3.12,12678.31,12682.35
11:45:42,2829,266.38,4.54,12678.51,12682.46
11:45:43,2650,203.23,4.99,12678.91,12682.91
11:45:44,1929,226.14,2.95,12679.24,12683.05
11:45:45,1356,118.96,2.74,12679.66,12683.33
11:45:46,645,561.72,1.03,12679.8,12683.54
11:45:47,645,283.87,3.16,12680.03,12683.78
11:45:48,1657,408.05,1.67,12680.49,12684.08
11:45:49,2125,188.89,1.6,12680.78,12684.3
11:45:50,2592,240.8,2.38,12681.07,12684.55
11:45:51,2207,546.61,4.98,12681.38,12684.69
11:45:52,1523,100.59,1.43,12681.66,12684.96
11:45:53,1435,393.38,2.18,12681.89,12685.41
11:45:54,2226,224.36,4.81,12682.33,12685.78
11:45:55,2537,548.01,2.2,12682.63,12686.26
11:45:56,1977,235.15,0.6,12682.79,12686.41
11:45:57,2050,415.49,1.39,12682.9,12686.86
11:45:58,2702,483.67,1.78,12683.01,12687.2
11:45:59,1937,547.96,2.28,12683.38,12687.57
11:46:00,2256,424.67,2.66,12683.52,12687.79
11:46:01,2103,558.9,4.77,12683.7,12687.92
11:46:02,1700,399.26,3.37,12684.09,12688.1
11:46:03,1376,467.95,2.94,12684.28,12688.3
11:46:04,1922,152.51,1.87,12684.65,12688.61
11:46:05,2662,268.53,1.63,12684.96,12688.85
11:46:06,2969,416.37,1.68,12685.34,12689.19
11:46:07,1683,311.9,2.34,12685.75,12689.53
11:46:08,2378,192.49,4.85,12686.21,12689.66
11:46:09,2431,553.53,4.13,12686.62,12690.08
11:46:10,2663,168.21,4.94,12686.88,12690.45
11:46:11,2021,312.78,1.16,12687.13,12690.85
11:46:12,2265,233.94,4.66,12687.28,12691.05
11:46:13,701,241.58,2.44,12687.66,12691.49
11:46:14,1458,366.26,0.74,12687.92,12691.82
11:46:15,1538,537.61,1.81,12688.4,12692.03
11:46:16,2866,284.91,4.85,12688.79,12692.13
11:46:17,2956,312.63,2.14,12689.09,12692.62
11:46:18,2836,489.68,0.53,12689.53,12693.03
11:46:19,2186,264.45,1.86,12689.96,12693.28
11:46:20,867,531.04,2.88,12690.12,12693.5
11:46:21,1372,523.97,1.74,12690.45,12693.93
11:46:22,589,569.89,4.93,12690.72,12694.05
11:46:23,1804,133.89,4.49,12690.99,12694.22
11:46:24,1087,391.59,3.48,12691.28,12694.66
11:46:25,1811,527.03,2.67,12691.41,12695.08
11:46:26,2444,567.45,3.98,12691.67,12695.55
11:46:27,1817,214.13,1.86,12691.88,12695.86
11:46:28,2244,194.86,2.77,12692.11,12696.15
11:46:29,708,378.96,2.55,12692.46,12696.4
11:46:30,916,401.47,3.68,12692.63,12696.59
11:46:31,1355,497.84,4.55,12693.08,12696.73
11:46:32,2866,265.25,4.74,12693.23,12697.06
11:46:33,1952,167.0,1.44,12693.4,12697.21
11:46:34,2105,242.61,0.88,12693.64,12697.45
11:46:35,683,169.82,4.79,12693.83,12697.61
11:46:36,2077,470.57,1.65,12693.95,12697.72
11:46:37,1344,144.32,1.63,12694.24,12697.93
11:46:38,2167,376.44,2.6,12694.64,12698.22
11:46:39,2578,437.29,0.52,12694.97,12698.6
11:46:40,1026,147.31,0.81,12695.14,12699.02
11:46:41,2418,289.98,3.94,12695.5,12699.25
11:46:42,1038,596.18,3.94,12695.84,12699.59
11:46:43,876,193.6,1.91,12696.23,12700.08
11:46:44,1671,568.9,4.73,12696.38,12700.33
11:46:45,2027,203.59,2.92,12696.61,12700.67
11:46:46,822,569.52,4.6,12697.09,12701.1
11:46:47,713,217.93,2.02,12697.31,12701.37
11:46:48,1237,245.84,3.92,12697.51,12701.54
11:46:49,2280,404.87,1.28,12697.84,12701.84
11:46:50,714,103.18,2.39,12698.01,12702.28
11:46:51,1156,539.04,4.42,12698.22,12702.75
11:46:52,880,247.52,4.34,12698.67,12703.0
11:46:53,1084,560.5,3.82,12699.11,12703.34
11:46:54,1170,339.21,2.08,12699.58,12703.78
11:46:55,1238,248.84,1.81,12699.71,12704.02
11:46:56,2022,218.85,0.58,12700.0,12704.17
11:46:57,2503,101.58,2.65,12700.43,12704.61
11:46:58,1016,359.02,4.72,12700.55,12704.73
11:46:59,556,473.03,0.66,12700.91,12704.85
11:47:00,2845,573.52,1.05,12701.2,12705.02
11:47:01,1972,245.16,4.69,12701.52,12705.32
11:47:02,2491,416.13,2.02,12701.73,12705.54
11:47:03,595,303.43,2.84,12701.87,12706.03
11:47:04,1464,596.45,1.22,12702.2,12706.26
11:47:05,1034,396.59,5.0,12702.46,12706.74
11:47:06,2939,159.81,4.01,12702.92,12707.09
11:47:07,1814,210.94,0.88,12703.2,12707.41
11:47:08,2291,152.06,2.11,12703.55,12707.65
11:47:09,1588,222.1,4.62,12703.98,12707.97
11:47:10,2638,544.26,4.4,12704.33,12708.32
11:47:11,1609,423.59,0.68,12704.81,12708.67
11:47:12,1275,208.92,3.37,12705.28,12709.07
11:47:13,801,349.59,3.35,12705.42,12709.24
11:47:14,1388,300.83,1.73,12705.65,12709.52
11:47:15,2291,152.56,1.72,12705.85,12709.68
11:47:16,889,500.29,1.69,12706.16,12709.82
11:47:17,2842,458.97,1.26,12706.51,12710.14
11:47:18,1982,252.47,4.59,12706.8,12710.48
11:47:19,602,336.74,3.15,12707.01,12710.8
11:47:20,2762,527.25,3.13,12707.3,12711.19
11:47:21,1501,472.58,2.87,12707.44,12711.63
11:47:22,2795,291.33,4.75,12707.75,12712.08
11:47:23,512,314.35,1.68,12708.07,12712.39
11:47:24,1494,464.39,4.96,12708.33,12712.87
11:47:25,1025,594.31,4.21,12708.44,12713.05
11:47:26,2729,149.66,4.22,12708.8,12713.4
11:47:27,1778,400.49,4.34,12708.92,12713.7
11:47:28,1851,483.61,3.42,12709.37,12713.84
11:47:29,1497,221.01,1.47,12709.48,12714.22
11:47:30,1048,345.59,2.48,12709.62,12714.69
11:47:31,2645,282.14,4.42,12710.12,12715.16
11:47:32,2269,413.08,4.24,12710.41,12715.47
11:47:33,2116,148.72,3.11,12710.51,12715.75
11:47:34,2421,415.74,2.41,12710.64,12716.05
11:47:35,1056,495.34,3.14,12711.11,12716.52
11:47:36,2107,188.22,2.99,12711.26,12716.93
11:47:37,645,377.28,4.58,12711.46,12717.07
11:47:38,1271,282.24,3.89,12711.57,12717.41
11:47:39,2828,563.97,2.99,12712.07,12717.63
11:47:40,573,314.48,4.21,12712.29,12717.74
11:47:41,617,466.45,2.73,12712.5,12718.15
11:47:42,1426,191.96,4.05,12712.9,12718.5
11:47:43,1212,299.24,1.77,12713.15,12719.0
11:47:44,684,504.41,4.44,12713.51,12719.49
11:47:45,1267,482.04,1.76,12713.77,12719.65
11:47:46,2663,240.98,4.26,12714.2,12719.98
11:47:47,2458,136.68,1.37,12714.65,12720.15
11:47:48,2392,144.72,3.36,12715.14,12720.43
11:47:49,1857,386.87,4.06,12715.32,12720.93
11:47:50,1070,472.32,4.01,12715.69,12721.27
11:47:51,1677,525.35,2.03,12716.08,12721.37
11:47:52,1490,405.31,2.02,12716.38,12721.81
11:47:53,2643,224.16,2.56,12716.81,12722.04
11:47:54,1835,397.69,3.39,12717.27,12722.17
11:47:55,1741,176.72,2.34,12717.44,12722.34
11:47:56,2066,127.97,2.33,12717.84,12722.58
11:47:57,1746,216.6,3.59,12718.03,12722.87
11:47:58,1951,516.32,4.65,12718.25,12723.28
11:47:59,783,472.98,4.66,12718.39,12723.77
11:48:00,588,530.11,1.08,12718.54,12724.18
11:48:01,2595,408.13,0.58,12718.98,12724.38
11:48:02,1851,536.62,4.55,12719.4,12724.75
11:48:03,596,459.11,4.51,12719.53,12725.1
11:48:04,2842,262.0,2.0,12719.99,12725.28
11:48:05,2094,225.11,2.66,12720.39,12725.43
11:48:06,2382,362.7,1.06,12720.88,12725.78
11:48:07,527,531.88,4.91,12721.19,12726.26
11:48:08,2110,337.43,2.72,12721.64,12726.58
11:48:09,2593,528.21,2.42,12722.01,12726.76
11:48:10,2617,223.05,2.2,12722.48,12727.22
11:48:11,2262,581.49,3.35,12722.74,12727.51
11:48:12,2814,387.37,4.16,12723.05,12727.7
11:48:13,1249,447.28,2.66,12723.3,12728.11
11:48:14,595,478.26,3.95,12723.56,12728.33
11:48:15,1991,271.4,3.18,12723.73,12728.79
11:48:16,2166,147.42,3.55,12723.96,12729.02
11:48:17,2519,126.29,3.01,12724.19,12729.37
11:48:18,1953,280.7,1.78,12724.5,12729.71
11:48:19,1660,564.83,3.33,12724.65,12729.86
11:48:20,1989,550.2,1.43,12724.82,12730.1
11:48:21,2965,487.84,2.39,12724.93,12730.52
11:48:22,2588,392.54,1.42,12725.4,12730.77
11:48:23,2903,334.32,4.27,12725.64,12731.12
11:48:24,2638,235.33,1.01,12725.82,12731.33
11:48:25,2512,270.07,2.6,12726.09,12731.47
11:48:26,2652,234.05,4.66,12726.38,12731.67
11:48:27,2907,191.23,1.2,12726.61,12731.81
11:48:28,2531,254.82,3.94,12726.99,12732.18
11:48:29,1862,363.16,2.98,12727.09,12732.53
11:48:30,1229,421.56,3.02,12727.48,12732.79
11:48:31,2114,360.18,1.88,12727.67,12733.05
11:48:32,579,216.21,2.85,12728.01,12733.16
11:48:33,1807,217.63,0.6,12728.43,12733.59
11:48:34,2591,576.72,4.86,12728.79,12733.73
11:48:35,2257,173.42,2.45,12729.0,12734.16
11:48:36,1645,502.52,3.25,12729.41,12734.37
11:48:37,1630,327.66,1.58,12729.74,12734.65
11:48:38,857,458.45,2.08,12730.21,12734.77
11:48:39,1797,109.36,3.01,12730.35,12735.27
11:48:40,1252,332.92,4.14,12730.68,12735.4
11:48:41,750,362.11,2.49,12730.8,12735.9
11:48:42,2202,328.36,3.11,12731.25,12736.3
11:48:43,2996,331.43,2.68,12731.65,12736.45
11:48:44,2943,296.1,2.08,12731.85,12736.8
11:48:45,2512,202.08,2.69,12732.34,12737.07
11:48:46,1865,273.81,2.36,12732.75,12737.37
11:48:47,2314,117.95,3.61,12732.86,12737.47
11:48:48,2673,405.08,4.83,12733.0,12737.91
11:48:49,2202,274.56,2.01,12733.19,12738.07
11:48:50,2031,532.35,3.36,12733.54,12738.31
11:48:51,805,362.86,3.04,12733.67,12738.67
11:48:52,2185,173.94,0.69,12734.11,12738.78
11:48:53,1772,523.49,1.04,12734.44,12739.14
11:48:54,1575,477.64,2.83,12734.7,12739.48
11:48:55,1559,311.55,2.34,12735.02,12739.96
11:48:56,1189,448.35,2.49,12735.38,12740.38
11:48:57,2045,294.22,1.15,12735.55,12740.85
11:48:58,1835,417.01,2.33,12735.81,12740.99
11:48:59,2804,482.45,1.7,12736.06,12741.34
11:49:00,2098,515.74,1.84,12736.31,12741.83
11:49:01,1455,418.11,2.7,12736.44,12742.33
11:49:02,2643,255.56,3.83,12736.82,12742.62
11:49:03,2157,425.58,1.31,12737.27,12742.89
11:49:04,2556,416.52,2.11,12737.73,12743.19
11:49:05,1470,122.66,0.68,12738.02,12743.44
11:49:06,1006,420.77,4.15,12738.12,12743.62
11:49:07,2846,489.24,4.41,12738.35,12743.75
11:49:08,1689,131.8,2.0,12738.48,12744.03
11:49:09,1342,588.16,3.58,12738.62,12744.51
11:49:10,2964,324.25,3.4,12738.83,12744.63
11:49:11,2367,429.29,0.81,12739.25,12744.83
11:49:12,2093,374.83,0.56,12739.63,12745.31
11:49:13,2148,248.75,3.19,12739.93,12745.53
11:49:14,2273,270.24,0.86,12740.33,12746.0
11:49:15,1828,409.32,3.27,12740.52,12746.4
11:49:16,1296,235.29,1.77,12740.94,12746.65
11:49:17,2397,265.08,1.12,12741.42,12746.78
11:49:18,2263,365.67,3.15,12741.69,12747.11
11:49:19,1043,550.07,0.77,12741.92,12747.6
11:49:20,1202,550.3,2.0,12742.38,12747.76
11:49:21,2174,494.29,2.03,12742.8,12748.08
11:49:22,1631,475.61,0.88,12742.97,12748.28
11:49:23,1955,176.75,2.0,12743.46,12748.53
11:49:24,1574,586.79,1.14,12743.6,12748.77
11:49:25,2551,230.52,4.13,12743.89,12749.26
11:49:26,1575,133.26,1.96,12744.06,12749.6
11:49:27,2570,502.7,1.79,12744.46,12749.79
11:49:28,1244,199.0,1.24,12744.83,12749.99
11:49:29,601,105.84,1.85,12745.27,12750.27
11:49:30,743,377.99,4.09,12745.68,12750.53
11:49:31,2179,273.38,3.07,12745.92,12750.98
11:49:32,1089,407.77,1.84,12746.12,12751.3
11:49:33,2502,481.31,2.48,12746.35,12751.65
11:49:34,2385,172.23,2.53,12746.46,12751.85
11:49:35,2654,125.25,2.78,12746.59,12752.25
11:49:36,1692,455.3,4.6,12746.83,12752.6
11:49:37,1569,402.28,1.23,12746.96,12752.86
11:49:38,1010,576.92,3.22,12747.21,12753.31
11:49:39,2933,483.36,1.73,12747.33,12753.52
11:49:40,2567,218.03,1.14,12747.61,12753.94
11:49:41,524,253.88,3.56,12748.01,12754.44
11:49:42,1876,279.51,3.99,12748.42,12754.64
11:49:43,535,217.57,2.95,12748.67,12754.85
11:49:44,664,397.01,3.18,12749.01,12755.33
11:49:45,2556,100.1,3.58,12749.14,12755.82
11:49:46,1206,214.74,3.16,12749.38,12756.31
11:49:47,586,167.33,2.54,12749.52,12756.77
11:49:48,1618,410.05,1.38,12749.92,12757.02
11:49:49,2926,305.52,3.66,12750.24,12757.16
11:49:50,1339,362.59,2.9,12750.68,12757.45
11:49:51,2883,111.61,3.81,12750.91,12757.92
11:49:52,557,375.28,3.47,12751.4,12758.31
11:49:53,1507,198.56,1.23,12751.71,12758.49
11:49:54,561,358.07,2.71,12751.96,12758.65
11:49:55,2141,586.07,4.36,12752.23,12759.1
11:49:56,992,326.49,1.92,12752.4,12759.48
11:49:57,2797,477.36,4.47,12752.64,12759.66
11:49:58,2009,287.84,4.87,12753.06,12760.05
11:49:59,2031,185.62,4.36,12753.35,12760.5
11:50:00,1649,486.45,3.0,12753.8,12760.82
11:50:01,2229,185.69,0.71,12754.12,12761.06
11:50:02,869,157.9,3.03,12754.23,12761.33
11:50:03,2379,459.16,1.26,12754.69,12761.44
11:50:04,1464,484.94,0.59,12755.05,12761.65
11:50:05,2676,596.13,0.76,12755.38,12762.1
11:50:06,2615,581.5,4.5,12755.74,12762.31
11:50:07,1850,411.06,2.21,12756.06,12762.64
11:50:08,2330,422.11,3.3,12756.33,12762.91
11:50:09,942,400.87,0.75,12756.81,12763.41
11:50:10,803,185.78,2.09,12757.17,12763.75
11:50:11,2000,532.65,4.37,12757.42,12763.95
11:50:12,2970,516.0,1.47,12757.82,12764.25
11:50:13,1037,397.78,1.64,12758.28,12764.69
11:50:14,2306,463.6,3.67,12758.4,12764.83
11:50:15,2546,110.54,4.8,12758.66,12765.03
11:50:16,1623,100.15,3.14,12758.82,12765.19
11:50:17,1534,257.39,0.67,12759.08,12765.51
11:50:18,2830,434.99,3.41,12759.42,12765.67
11:50:19,1900,199.56,1.49,12759.52,12766.09
11:50:20,1755,224.46,1.84,12759.71,12766.4
11:50:21,738,572.46,1.71,12760.04,12766.6
11:50:22,1083,572.11,1.87,12760.24,12767.0
11:50:23,2630,141.65,1.24,12760.49,12767.29
11:50:24,1042,258.47,4.93,12760.63,12767.59
11:50:25,2467,243.97,3.34,12760.79,12767.72
11:50:26,542,251.57,2.15,12761.09,12768.02
11:50:27,724,447.59,1.79,12761.28,12768.17
11:50:28,1727,236.23,1.18,12761.65,12768.39
11:50:29,2006,254.9,2.98,12761.91,12768.74
11:50:30,1706,597.33,2.59,12762.21,12768.93
11:50:31,1314,569.09,0.76,12762.5,12769.17
11:50:32,1125,381.55,1.86,12762.72,12769.52
11:50:33,2417,139.82,2.34,12762.95,12769.65
11:50:34,1607,476.87,2.85,12763.32,12769.96
11:50:35,2368,436.14,3.14,12763.64,12770.08
11:50:36,2135,594.9,4.4,12763.78,12770.47
11:50:37,1768,313.11,3.42,12763.97,12770.64
11:50:38,566,518.31,2.86,12764.11,12770.94
11:50:39,1316,213.92,1.37,12764.59,12771.42
11:50:40,2646,550.95,1.85,12765.03,12771.68
11:50:41,1152,307.42,3.19,12765.44,12771.86
11:50:42,2248,489.15,2.08,12765.61,12772.33
11:50:43,943,145.62,4.0,12766.05,12772.47
11:50:44,1926,424.33,2.72,12766.36,12772.64
11:50:45,835,510.64,4.99,12766.71,12772.85
11:50:46,1208,269.79,0.6,12766.86,12773.15
11:50:47,645,196.34,1.25,12767.22,12773.25
11:50:48,1476,528.59,1.51,12767.62,12773.43
11:50:49,2815,529.18,4.1,12767.93,12773.77
11:50:50,773,501.14,1.19,12768.19,12774.19
11:50:51,2942,535.6,4.86,12768.37,12774.56
11:50:52,654,503.31,4.79,12768.56,12775.04
11:50:53,1621,385.9,3.35,12768.68,12775.39
11:50:54,1656,537.49,4.05,12768.97,12775.88
11:50:55,1397,551.68,1.44,12769.39,12776.24
11:50:56,2800,221.28,3.49,12769.8,12776.43
11:50:57,849,377.92,1.61,12770.19,12776.86
11:50:58,2314,318.54,1.65,12770.31,12777.18
11:50:59,2424,103.55,3.85,12770.41,12777.41
11:51:00,1934,336.65,1.76,12770.87,12777.75
11:51:01,2625,214.28,1.37,12771.21,12778.16
11:51:02,530,320.15,0.6,12771.39,12778.6
11:51:03,2312,160.57,1.29,12771.77,12779.07
11:51:04,1916,389.48,4.86,12772.09,12779.52
11:51:05,1105,575.21,3.32,12772.42,12780.01
11:51:06,988,142.79,4.44,12772.82,12780.24
11:51:07,899,534.44,3.13,12772.96,12780.53
11:51:08,2676,534.3,4.04,12773.25,12780.99
11:51:09,2659,308.97,1.09,12773.63,12781.45
11:51:10,1201,341.49,2.23,12773.96,12781.87
11:51:11,651,218.02,0.64,12774.22,12782.04
11:51:12,2183,345.95,2.73,12774.44,12782.48
11:51:13,2477,216.78,3.66,12774.56,12782.75
11:51:14,2061,508.64,2.97,12774.71,12783.02
11:51:15,2865,380.49,4.79,12774.87,12783.48
11:51:16,600,332.38,1.18,12775.19,12783.65
11:51:17,754,248.91,1.21,12775.44,12783.76
11:51:18,2743,298.42,3.45,12775.9,12784.12
11:51:19,2604,323.79,0.95,12776.33,12784.24
11:51:20,612,423.35,0.55,12776.66,12784.46
11:51:21,1796,246.52,0.52,12777.15,12784.96
11:51:22,1394,495.84,1.91,12777.51,12785.17
11:51:23,1624,595.72,4.85,12777.68,12785.53
11:51:24,646,190.62,3.34,12778.09,12785.74
11:51:25,957,122.06,1.9,12778.54,12785.9
11:51:26,1958,363.75,4.4,12778.97,12786.28
11:51:27,690,357.85,4.34,12779.18,12786.51
11:51:28,781,141.78,2.71,12779.38,12786.8
11:51:29,1743,317.52,2.15,12779.67,12786.94
11:51:30,2937,342.57,2.6,12779.86,12787.18
11:51:31,1067,341.88,2.32,12779.96,12787.36
11:51:32,2853,241.76,3.7,12780.31,12787.83
11:51:33,1347,149.98,4.32,12780.81,12788.25
11:51:34,832,280.62,2.95,12781.24,12788.48
11:51:35,768,127.9,4.79,12781.74,12788.94
11:51:36,1771,317.13,0.59,12782.06,12789.09
11:51:37,2076,136.84,1.74,12782.46,12789.23
11:51:38,2979,503.4,1.57,12782.81,12789.48
11:51:39,1850,372.8,4.11,12783.12,12789.6
11:51:40,1655,490.03,4.32,12783.37,12789.79
11:51:41,2978,372.64,2.69,12783.54,12790.12
11:51:42,1136,387.23,4.7,12783.73,12790.6
11:51:43,2117,273.5,1.3,12783.9,12791.05
11:51:44,1216,192.0,3.15,12784.34,12791.48
11:51:45,2106,368.71,2.34,12784.73,12791.89
11:51:46,1441,394.51,2.87,12785.06,12792.21
11:51:47,2783,461.2,4.98,12785.5,12792.67
11:51:48,2348,185.64,2.8,12785.93,12792.99
11:51:49,2377,245.3,0.52,12786.03,12793.18
11:51:50,2439,351.73,1.24,12786.25,12793.51
11:51:51,2134,580.62,3.2,12786.48,12793.95
11:51:52,1030,343.23,4.39,12786.79,12794.37
11:51:53,2134,133.37,0.9,12787.05,12794.77
11:51:54,1959,498.34,1.19,12787.54,12795.17
11:51:55,937,121.13,2.83,12787.86,12795.66
11:51:56,2474,287.18,4.81,12788.04,12795.94
11:51:57,2183,452.11,4.64,12788.25,12796.14
11:51:58,2827,202.71,4.36,12788.64,12796.25
11:51:59,2314,135.59,2.55,12788.93,12796.55
11:52:00,2241,227.16,3.82,12789.29,12796.73
11:52:01,2366,404.22,3.9,12789.64,12797.17
11:52:02,2551,257.05,1.12,12790.1,12797.34
11:52:03,1822,207.85,1.05,12790.41,12797.57
11:52:04,1179,340.39,4.15,12790.82,12797.78
11:52:05,2338,108.09,2.06,12791.24,12798.18
11:52:06,2640,274.64,0.91,12791.48,12798.31
11:52:07,2176,302.79,2.5,12791.58,12798.55
11:52:08,1610,183.54,3.86,12791.74,12798.81
11:52:09,1677,470.92,0.58,12791.87,12798.95
11:52:10,2129,560.34,1.56,12792.31,12799.31
11:52:11,2675,468.37,2.72,12792.57,12799.8
11:52:12,1296,319.15,3.19,12792.77,12799.92
11:52:13,2299,594.99,1.31,12793.12,12800.19
11:52:14,2784,197.12,4.11,12793.29,12800.57
11:52:15,2037,543.07,3.07,12793.77,12800.93
11:52:16,1577,103.56,4.53,12794.21,12801.19
11:52:17,2404,371.26,3.5,12794.43,12801.45
11:52:18,723,232.88,4.85,12794.59,12801.85
11:52:19,1071,529.72,2.7,12794.74,12802.28
11:52:20,2926,265.73,2.38,12795.23,12802.55
11:52:21,1135,141.01,4.67,12795.55,12802.85
11:52:22,2803,599.1,3.99,12795.72,12802.99
11:52:23,2851,523.61,0.73,12795.95,12803.14
11:52:24,2561,273.52,0.93,12796.32,12803.54
11:52:25,1076,356.95,1.78,12796.56,12804.02
11:52:26,803,286.31,2.2,12796.98,12804.45
11:52:27,1017,163.7,4.68,12797.27,12804.94
11:52:28,1489,150.76,4.85,12797.41,12805.11
11:52:29,1301,103.05,3.39,12797.67,12805.29
11:52:30,835,212.77,4.73,12797.96,12805.6
11:52:31,1439,546.52,2.98,12798.39,12806.05
11:52:32,2324,454.31,0.66,12798.83,12806.26
11:52:33,2293,487.35,1.56,12799.23,12806.37
11:52:34,1016,416.55,2.86,12799.35,12806.73
11:52:35,1745,346.45,3.21,12799.85,12806.94
11:52:36,2932,267.88,3.65,12800.23,12807.27
11:52:37,883,107.82,3.22,12800.44,12807.7
11:52:38,1921,192.85,3.2,12800.85,12808.2
11:52:39,1489,486.39,0.53,12801.31,12808.5
11:52:40,786,147.25,3.92,12801.59,12808.91
11:52:41,2887,280.42,1.83,12801.81,12809.14
11:52:42,1023,309.78,2.29,12802.11,12809.52
11:52:43,1604,586.05,2.46,12802.42,12809.79
11:52:44,1935,586.83,2.25,12802.64,12810.11
11:52:45,2518,190.8,3.25,12803.06,12810.21
11:52:46,1964,584.25,4.75,12803.17,12810.52
11:52:47,1861,101.78,4.05,12803.61,12810.96
11:52:48,1978,571.93,4.67,12803.84,12811.42
11:52:49,1299,297.16,3.17,12803.95,12811.84
11:52:50,1157,143.3,4.26,12804.11,12812.11
11:52:51,2615,499.3,3.78,12804.49,12812.53
11:52:52,2284,270.63,3.55,12804.91,12812.99
11:52:53,674,434.04,2.32,12805.13,12813.3
11:52:54,2454,557.15,0.63,12805.42,12813.43
11:52:55,2807,367.17,0.85,12805.52,12813.58
11:52:56,2551,408.44,2.44,12805.87,12813.73
11:52:57,2998,459.59,2.32,12806.21,12814.04
11:52:58,2490,265.21,0.58,12806.64,12814.26
11:52:59,2121,399.16,4.33,12806.96,12814.55
11:53:00,1634,224.07,4.71,12807.21,12814.78
11:53:01,1291,121.9,3.48,12807.35,12814.89
11:53:02,1515,291.67,2.44,12807.52,12815.0
11:53:03,2570,485.07,3.41,12807.88,12815.18
11:53:04,592,512.02,0.57,12808.36,12815.47
11:53:05,2331,543.08,4.88,12808.67,12815.6
11:53:06,1039,319.46,0.97,12808.85,12815.97
11:53:07,2190,496.13,2.97,12809.17,12816.22
11:53:08,1279,231.04,0.62,12809.39,12816.69
11:53:09,1642,499.06,0.7,12809.65,12816.84
11:53:10,1349,122.05,1.01,12809.92,12817.27
11:53:11,2001,307.56,2.99,12810.22,12817.52
11:53:12,1518,222.51,2.83,12810.47,12817.64
11:53:13,827,121.11,2.39,12810.7,12817.9
11:53:14,852,226.04,3.85,12811.04,12818.05
11:53:15,745,555.3,4.42,12811.53,12818.39
11:53:16,700,412.11,1.32,12812.0,12818.59
11:53:17,2534,392.65,2.6,12812.3,12819.01
11:53:18,1469,423.03,4.33,12812.59,12819.35
11:53:19,553,578.9,2.13,12812.83,12819.79
11:53:20,1046,495.66,2.06,12813.06,12819.98
11:53:21,1064,127.31,1.56,12813.18,12820.27
11:53:22,2495,271.09,4.29,12813.32,12820.49
11:53:23,2969,415.22,1.52,12813.63,12820.6
11:53:24,966,550.48,2.26,12813.81,12820.81
11:53:25,2862,224.0,3.94,12814.29,12821.14
11:53:26,2048,572.85,4.33,12814.54,12821.6
11:53:27,2956,437.16,4.64,12814.75,12821.95
11:53:28,1280,535.43,4.77,12814.95,12822.45
11:53:29,1197,203.12,1.37,12815.32,12822.58
11:53:30,1630,229.32,3.42,12815.76,12822.68
11:53:31,2569,278.95,2.83,12816.04,12823.11
11:53:32,2954,233.63,3.3,12816.3,12823.37
